threads,locks,nanoseconds
1,10,2472309
1,100,22508426
1,500,112064022
1,1000,223080757
1,2500,558678251
1,5000,1106870653
1,10000,2207953077
1,20000,4443602374
1,50000,11178722385
1,100000,22333399339
1,150000,33718503845
1,200000,44945083972
1,300000,68218435875
1,500000,116097759845
1,700000,165230692587
