threads,locks,nanoseconds
1,10,2440165
1,100,22159162
1,500,109952200
1,1000,220947185
1,2500,549332431
1,5000,1095478089
1,10000,2192382321
1,20000,4393456595
1,50000,11073197682
1,100000,22084723575
1,150000,33284814380
1,200000,44445823076
1,300000,66435799920
1,500000,111907068991
1,700000,157050287993
