1,700000,2884088165
1,700000,2829391581
1,700000,2898699474
2,10,105726
2,10,73182
2,10,75638
2,10,169712
2,10,70095
2,10,89558
2,10,89049
2,10,178658
2,10,91972
2,10,81812
2,100,228650
2,100,317741
2,100,289067
2,100,259462
2,100,303880
2,100,360890
2,100,287701
2,100,269919
2,100,286203
2,100,255159
2,500,1049731
2,500,1099596
2,500,1051998
2,500,1203190
2,500,1003405
2,500,1217942
2,500,1237092
2,500,1189558
2,500,1085909
2,500,1272262
2,1000,2218065
2,1000,2073475
2,1000,2060850
2,1000,2296243
2,1000,2446693
2,1000,2099940
2,1000,2116722
2,1000,2077824
2,1000,2548369
2,1000,1995797
2,2500,4899511
2,2500,5493731
2,2500,5121461
2,2500,5059146
2,2500,5661557
2,2500,5015361
2,2500,5078899
2,2500,5459070
2,2500,5401225
2,2500,5550060
2,5000,10473459
2,5000,10778444
2,5000,10059052
2,5000,9876942
2,5000,11489526
2,5000,12152293
2,5000,11852220
2,5000,9656274
2,5000,10877781
2,5000,11594440
2,10000,23162076
2,10000,23087896
2,10000,19433294
2,10000,20993115
2,10000,24971357
2,10000,23011108
2,10000,25009273
2,10000,24062439
2,10000,22361982
2,10000,20235083
2,20000,43872734
2,20000,46512005
2,20000,40851279
2,20000,45051335
2,20000,42638875
2,20000,44780156
2,20000,39166165
2,20000,47434603
2,20000,44521307
2,20000,42127210
2,50000,106162547
2,50000,108462609
2,50000,101196640
2,50000,94752805
2,50000,102718373
2,50000,96761068
2,50000,98492142
2,50000,103856511
2,50000,100772424
2,50000,99660030
2,100000,204089606
2,100000,204155814
2,100000,206502980
2,100000,209077696
2,100000,205726324
2,100000,201132161
2,100000,193737733
2,100000,212734829
2,100000,220201910
2,100000,189426213
2,150000,319742917
2,150000,321756882
2,150000,324889062
2,150000,304075855
2,150000,322676346
2,150000,305293610
2,150000,297612649
2,150000,315067852
2,150000,313776931
2,150000,306872203
2,200000,419533920
2,200000,428220363
2,200000,403342653
2,200000,417597178
2,200000,434165056
2,200000,395780093
2,200000,430421853
2,200000,428296030
2,200000,413621444
2,200000,417781449
2,300000,623783683
2,300000,627915925
2,300000,662099211
2,300000,635515122
2,300000,661744447
2,300000,636604827
2,300000,612087007
2,300000,639670908
2,300000,629341535
2,300000,626481180
2,500000,1069448190
2,500000,1100825748
2,500000,1070125805
2,500000,1115554959
2,500000,1136537596
2,500000,1138005069
2,500000,1103872569
2,500000,1104114156
2,500000,1093965132
2,500000,1119694542
2,700000,1563281291
2,700000,1514631995
2,700000,1562756368
2,700000,1550302560
2,700000,1516192791
2,700000,1655953825
2,700000,1574641439
2,700000,1521565079
2,700000,1491961884
2,700000,1618318773
4,10,353718
4,10,328945
4,10,322481
4,10,327998
4,10,125260
4,10,320129
4,10,337150
4,10,331819
4,10,371231
4,10,350339
4,100,463273
4,100,591076
4,100,492628
4,100,588850
4,100,552165
4,100,351918
4,100,486051
4,100,587736
4,100,400449
4,100,693833
4,500,1226984
4,500,1268466
4,500,1225949
4,500,1431805
4,500,1242546
4,500,1188962
4,500,1246197
4,500,1218841
4,500,1194294
4,500,1366122
4,1000,2302966
4,1000,2885610
4,1000,2688563
4,1000,2625875
4,1000,2314020
4,1000,2368968
4,1000,2510037
4,1000,2375639
4,1000,2373922
4,1000,2584121
4,2500,5278770
4,2500,6217931
4,2500,5427670
4,2500,5411464
4,2500,5160165
4,2500,5223443
4,2500,4947039
4,2500,5080902
4,2500,5832926
4,2500,5479799
4,5000,10088635
4,5000,10788788
4,5000,11412637
4,5000,9086202
4,5000,10382061
4,5000,10440650
4,5000,11913137
4,5000,10996311
4,5000,10546851
4,5000,11256296
4,10000,23410843
4,10000,24453964
4,10000,20418219
4,10000,19005364
4,10000,22114821
4,10000,20751644
4,10000,22463758
4,10000,21038410
4,10000,21722676
4,10000,21158981
4,20000,40014484
4,20000,46654447
4,20000,38525799
4,20000,38427322
4,20000,36779675
4,20000,41472262
4,20000,35778111
4,20000,36588358
4,20000,38719708
4,20000,36606015
4,50000,95019349
4,50000,97626583
4,50000,74845953
4,50000,74481711
4,50000,77543925
4,50000,99496196
4,50000,81967853
4,50000,75830958
4,50000,76949929
4,50000,78231244
4,100000,147264038
4,100000,152771682
4,100000,150655172
4,100000,154487661
4,100000,156567464
4,100000,158539522
4,100000,155908853
4,100000,154738131
4,100000,156409760
4,100000,159978671
4,150000,226671935
4,150000,229049512
4,150000,230287485
4,150000,230968446
4,150000,238597558
4,150000,225090223
4,150000,232777715
4,150000,231572824
4,150000,228842952
4,150000,237504146
4,200000,308749795
4,200000,313974258
4,200000,320841450
4,200000,311109267
4,200000,316665225
4,200000,318126715
4,200000,316098201
4,200000,316344075
4,200000,312816634
4,200000,313568020
4,300000,482469347
4,300000,483061406
4,300000,489382408
4,300000,483135799
4,300000,484647452
4,300000,477407202
4,300000,477457456
4,300000,487797478
4,300000,506880568
4,300000,481373380
4,500000,841492614
4,500000,823201714
4,500000,809575072
4,500000,822879251
4,500000,843428425
4,500000,805302968
4,500000,802533443
4,500000,817920125
4,500000,812991905
4,500000,817521843
4,700000,1202203413
4,700000,1179887509
4,700000,1168031424
4,700000,1159133620
4,700000,1188287052
4,700000,1184363028
4,700000,1166502864
4,700000,1180186687
4,700000,1197440630
4,700000,1153823808
8,10,580952
8,10,572961
8,10,563894
8,10,581124
8,10,603618
8,10,654795
8,10,478728
8,10,518829
8,10,567248
8,10,624525
8,100,592889
8,100,595160
8,100,817733
8,100,723719
8,100,804002
8,100,798248
8,100,674511
8,100,686235
8,100,632157
8,100,708687
8,500,1298990
8,500,1220973
8,500,1309103
8,500,1537015
8,500,1300132
8,500,1367345
8,500,1454859
8,500,1491550
8,500,1200969
8,500,1236197
8,1000,2423689
8,1000,2735889
8,1000,3039848
8,1000,2608442
8,1000,2613166
8,1000,2400031
8,1000,2368288
8,1000,2364719
8,1000,2358010
8,1000,2635437
8,2500,5496270
8,2500,5744287
8,2500,5671637
8,2500,5646548
8,2500,5626935
8,2500,6179312
8,2500,6118364
8,2500,5518844
8,2500,5409250
8,2500,6640277
8,5000,11493605
8,5000,10686682
8,5000,10231727
8,5000,12335166
8,5000,12806719
8,5000,9159192
8,5000,9346930
8,5000,10337236
8,5000,10634747
8,5000,9514157
8,10000,17929756
8,10000,17576007
8,10000,17594060
8,10000,17776821
8,10000,22384645
8,10000,17739678
8,10000,19158104
8,10000,17564995
8,10000,17894756
8,10000,17815651
8,20000,36036240
8,20000,35899877
8,20000,36907799
8,20000,36719094
8,20000,38653906
8,20000,35752682
8,20000,40309081
8,20000,36917364
8,20000,42266296
8,20000,36162726
8,50000,71605415
8,50000,99792213
8,50000,70921417
8,50000,93159041
8,50000,70948053
8,50000,74114773
8,50000,71482198
8,50000,94714061
8,50000,75334895
8,50000,80711946
8,100000,149164495
8,100000,155006979
8,100000,145890739
8,100000,167320035
8,100000,147299208
8,100000,145847436
8,100000,149491992
8,100000,187208503
8,100000,147798137
8,100000,147249267
8,150000,226982381
8,150000,228004557
8,150000,227820404
8,150000,227411716
8,150000,226017461
8,150000,223839397
8,150000,225972446
8,150000,228292844
8,150000,227306805
8,150000,227790363
8,200000,313291563
8,200000,306753907
8,200000,307070461
8,200000,307384461
8,200000,311597986
8,200000,306770476
8,200000,311252486
8,200000,307495711
8,200000,309349816
8,200000,308319192
8,300000,466718709
8,300000,461509028
8,300000,465781553
8,300000,471027086
8,300000,474634094
8,300000,470704989
8,300000,465984985
8,300000,468916787
8,300000,474338512
8,300000,477839952
8,500000,796165372
8,500000,808778996
8,500000,807022595
8,500000,813014112
8,500000,809916774
8,500000,816729379
8,500000,797802893
8,500000,810711255
8,500000,827572850
8,500000,798933175
8,700000,1142027881
8,700000,1174211129
8,700000,1154617802
8,700000,1171691091
8,700000,1175117419
8,700000,1160555228
8,700000,1179856449
8,700000,1184375165
8,700000,1185059198
8,700000,1131712552
