1,10,98325
1,10,71983
1,10,75442
1,10,71933
1,10,76829
1,10,74309
1,10,74772
1,10,82804
1,10,72548
1,10,75360
1,100,408768
1,100,322917
1,100,320290
1,100,339109
1,100,326024
1,100,381500
1,100,319593
1,100,362530
1,100,333505
1,100,335515
1,500,1787988
1,500,1489411
1,500,1454754
1,500,1495791
1,500,1457095
1,500,1485642
1,500,1516677
1,500,1527681
1,500,1479625
1,500,1493844
1,1000,3482475
1,1000,3188789
1,1000,3175962
1,1000,3710454
1,1000,3201732
1,1000,3350814
1,1000,3240412
1,1000,3360125
1,1000,3453961
1,1000,3358246
1,2500,8524098
1,2500,9475020
1,2500,7782315
1,2500,7768819
1,2500,9589407
1,2500,9212911
1,2500,9338379
1,2500,8915251
1,2500,9442728
1,2500,7830532
1,5000,17287878
1,5000,20116765
1,5000,19414903
1,5000,19861777
1,5000,17236486
1,5000,17017195
1,5000,17479424
1,5000,19754584
1,5000,19340956
1,5000,19243386
1,10000,32766085
1,10000,31891045
1,10000,32458817
1,10000,32301369
1,10000,32022162
1,10000,32490987
1,10000,35147601
1,10000,34017865
1,10000,32467851
1,10000,32817729
1,20000,69414315
1,20000,68914769
1,20000,67992126
1,20000,68905390
1,20000,69375385
1,20000,67170399
1,20000,70999925
1,20000,67232806
1,20000,69912570
1,20000,71418168
1,50000,192116361
1,50000,182089875
1,50000,186098903
1,50000,190463448
1,50000,184940744
1,50000,195592822
1,50000,213418428
1,50000,188959935
1,50000,187681493
1,50000,211308317
1,100000,392838026
1,100000,388946115
1,100000,358484904
1,100000,399336469
1,100000,400687592
1,100000,382537591
1,100000,393847925
1,100000,372137879
1,100000,389490224
1,100000,423717893
1,150000,655764251
1,150000,610540815
1,150000,638687452
1,150000,616713377
1,150000,601400315
1,150000,613144281
1,150000,607131251
1,150000,580286777
1,150000,600607030
1,150000,592838214
1,200000,816804986
1,200000,791844522
1,200000,873993108
1,200000,848422680
1,200000,792533103
1,200000,797910269
1,200000,792851969
1,200000,819588643
1,200000,790077920
1,200000,817815912
1,300000,1227224182
1,300000,1189957211
1,300000,1260342438
1,300000,1301573467
1,300000,1281954017
1,300000,1269615272
1,300000,1225650496
1,300000,1243273587
1,300000,1178031330
1,300000,1245042420
1,500000,2045819403
1,500000,2010047256
1,500000,2054355550
1,500000,2087653763
1,500000,2106059896
1,500000,1999026806
1,500000,2047009164
1,500000,2034495984
1,500000,2061787522
1,500000,2037818553
1,700000,2827362329
1,700000,2751875248
1,700000,2940497512
1,700000,3091765439
1,700000,3061641110
1,700000,2919472629
1,700000,2979137098
